"Notes","Year","Year Code","Month","Month Code",Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error,% of Total Deaths
,"2015","2015","Feb., 2015","2015/02",227047,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.4%
,"2015","2015","Mar., 2015","2015/03",242712,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.4%
,"2015","2015","Apr., 2015","2015/04",224423,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.4%
,"2015","2015","May, 2015","2015/05",223600,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.4%
,"2015","2015","Jun., 2015","2015/06",211175,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.4%
,"2015","2015","Jul., 2015","2015/07",216951,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.4%
,"2015","2015","Aug., 2015","2015/08",214404,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.4%
,"2015","2015","Sep., 2015","2015/09",209905,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.4%
,"2015","2015","Oct., 2015","2015/10",223535,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.4%
,"2015","2015","Nov., 2015","2015/11",219788,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.4%
,"2015","2015","Dec., 2015","2015/12",233735,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.4%
"Total","2015","2015",,,2712630,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,4.8%
,"2016","2016","Jan., 2016","2016/01",245823,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.4%
,"2016","2016","Feb., 2016","2016/02",230021,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.4%
,"2016","2016","Mar., 2016","2016/03",244283,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.4%
,"2016","2016","Apr., 2016","2016/04",227191,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.4%
,"2016","2016","May, 2016","2016/05",224528,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.4%
,"2016","2016","Jun., 2016","2016/06",213051,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.4%
,"2016","2016","Jul., 2016","2016/07",219691,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.4%
,"2016","2016","Aug., 2016","2016/08",219911,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.4%
,"2016","2016","Sep., 2016","2016/09",214310,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.4%
,"2016","2016","Oct., 2016","2016/10",228919,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.4%
,"2016","2016","Nov., 2016","2016/11",227313,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.4%
,"2016","2016","Dec., 2016","2016/12",249207,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.4%
"Total","2016","2016",,,2744248,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,4.8%
,"2017","2017","Jan., 2017","2017/01",262832,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.5%
,"2017","2017","Feb., 2017","2017/02",233819,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.4%
,"2017","2017","Mar., 2017","2017/03",251732,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.4%
,"2017","2017","Apr., 2017","2017/04",231830,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.4%
,"2017","2017","May, 2017","2017/05",229670,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.4%
,"2017","2017","Jun., 2017","2017/06",218929,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.4%
,"2017","2017","Jul., 2017","2017/07",221869,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.4%
,"2017","2017","Aug., 2017","2017/08",221887,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.4%
,"2017","2017","Sep., 2017","2017/09",220262,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.4%
,"2017","2017","Oct., 2017","2017/10",231125,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.4%
,"2017","2017","Nov., 2017","2017/11",230891,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.4%
,"2017","2017","Dec., 2017","2017/12",258657,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.5%
"Total","2017","2017",,,2813503,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,5.0%
,"2018","2018","Jan., 2018","2018/01",286744,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.5%
,"2018","2018","Feb., 2018","2018/02",236998,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.4%
,"2018","2018","Mar., 2018","2018/03",248805,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.4%
,"2018","2018","Apr., 2018","2018/04",233164,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.4%
,"2018","2018","May, 2018","2018/05",228772,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.4%
,"2018","2018","Jun., 2018","2018/06",220103,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.4%
,"2018","2018","Jul., 2018","2018/07",225111,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.4%
,"2018","2018","Aug., 2018","2018/08",224254,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.4%
,"2018","2018","Sep., 2018","2018/09",218696,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.4%
,"2018","2018","Oct., 2018","2018/10",233903,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.4%
,"2018","2018","Nov., 2018","2018/11",233375,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.4%
,"2018","2018","Dec., 2018","2018/12",249280,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.4%
"Total","2018","2018",,,2839205,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,5.0%
,"2019","2019","Jan., 2019","2019/01",257649,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.5%
,"2019","2019","Feb., 2019","2019/02",232821,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.4%
,"2019","2019","Mar., 2019","2019/03",254929,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.4%
,"2019","2019","Apr., 2019","2019/04",235254,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.4%
,"2019","2019","May, 2019","2019/05",236893,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.4%
,"2019","2019","Jun., 2019","2019/06",225422,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.4%
,"2019","2019","Jul., 2019","2019/07",229211,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.4%
,"2019","2019","Aug., 2019","2019/08",227280,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.4%
,"2019","2019","Sep., 2019","2019/09",222715,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.4%
,"2019","2019","Oct., 2019","2019/10",237661,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.4%
,"2019","2019","Nov., 2019","2019/11",239028,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.4%
,"2019","2019","Dec., 2019","2019/12",255975,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.5%
"Total","2019","2019",,,2854838,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,5.0%
,"2020","2020","Jan., 2020","2020/01",264062,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.5%
,"2020","2020","Feb., 2020","2020/02",244431,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.4%
,"2020","2020","Mar., 2020","2020/03",269239,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.5%
,"2020","2020","Apr., 2020","2020/04",321879,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.6%
,"2020","2020","May, 2020","2020/05",280152,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.5%
,"2020","2020","Jun., 2020","2020/06",249993,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.4%
,"2020","2020","Jul., 2020","2020/07",278409,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.5%
,"2020","2020","Aug., 2020","2020/08",276731,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.5%
,"2020","2020","Sep., 2020","2020/09",256732,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.5%
,"2020","2020","Oct., 2020","2020/10",273443,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.5%
,"2020","2020","Nov., 2020","2020/11",302090,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.5%
,"2020","2020","Dec., 2020","2020/12",366568,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.6%
"Total","2020","2020",,,3383729,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,6.0%
"Total",,,,,56806341,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,100.0%
"---"
"Dataset: Multiple Cause of Death, 1999-2020"
"Query Parameters:"
"Group By: Year; Month"
"Show Totals: True"
"Show Zero Values: True"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/mcd.html for more information."
"---"
"Query Date: Nov 29, 2025 3:22:25 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Mortality 1999-2020 on CDC WONDER Online Database, released in 2021. Data are from the Multiple Cause of Death Files,"
"1999-2020, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/mcd-icd10.html on Nov 29, 2025 3:22:25 AM"
"---"
Caveats:
"1. Population and rates are labeled 'Not Applicable' when Autopsy, Place of Death, Weekday or Month are grouped by or limited,"
"due to lack of a valid population. More information: http://wonder.cdc.gov/wonder/help/mcd.html#NotApplicableRates."
"2. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#2014-Revision."
"3. The method used to calculate 95% confidence intervals is documented here: More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Confidence-Intervals."
"4. The method used to calculate standard errors is documented here: More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Standard-Errors."
