time_start,population,deaths,age_group,sex,location,year,week,units_per_year
10/21/2023,335888625,58061,All Ages,both,USA,2023,42,52
10/28/2023,335888625,57893,All Ages,both,USA,2023,43,52
11/4/2023,335888625,58247,All Ages,both,USA,2023,44,52
11/11/2023,335888625,59549,All Ages,both,USA,2023,45,52
11/18/2023,335888625,58634,All Ages,both,USA,2023,46,52
11/25/2023,335888625,57952,All Ages,both,USA,2023,47,52
12/2/2023,335888625,61338,All Ages,both,USA,2023,48,52
12/9/2023,335888625,62385,All Ages,both,USA,2023,49,52
12/16/2023,335888625,61463,All Ages,both,USA,2023,50,52
12/23/2023,335888625,62205,All Ages,both,USA,2023,51,52
12/30/2023,335888625,62918,All Ages,both,USA,2023,52,52
